"Town","FIPS","Year","Admission Type","Measure Type","Variable","Value"
"Ansonia","0900901220","2020","Total","Rate (per 10,000)","Margins of Error",0.38
"Ashford","0901501430","2010","Mental Health","Number","DMHAS Admissions",35
"Ashford","0901501430","2010","Mental Health","Percent","DMHAS Admissions",36.46
"Ashford","0901501430","2010","Mental Health","Rate (per 10,000)","DMHAS Admissions",81.02
"Ashford","0901501430","2010","Mental Health","Rate (per 10,000)","Margins of Error",0.47
"Ashford","0901501430","2010","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Ashford","0901501430","2010","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Ashford","0901501430","2010","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Ashford","0901501430","2010","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Ashford","0901501430","2010","Substance Abuse","Number","DMHAS Admissions",53
"Ashford","0901501430","2010","Substance Abuse","Percent","DMHAS Admissions",55.21
"Ashford","0901501430","2010","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",122.69
"Ashford","0901501430","2010","Substance Abuse","Rate (per 10,000)","Margins of Error",0.71
"Ashford","0901501430","2010","Total","Number","DMHAS Admissions",96
"Ashford","0901501430","2010","Total","Rate (per 10,000)","DMHAS Admissions",222.22
"Ashford","0901501430","2010","Total","Rate (per 10,000)","Margins of Error",1.29
"Ashford","0901501430","2011","Mental Health","Number","DMHAS Admissions",44
"Ashford","0901501430","2011","Mental Health","Percent","DMHAS Admissions",41.12
"Ashford","0901501430","2011","Mental Health","Rate (per 10,000)","DMHAS Admissions",102.11
"Ashford","0901501430","2011","Mental Health","Rate (per 10,000)","Margins of Error",0.62
"Ashford","0901501430","2011","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Ashford","0901501430","2011","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Ashford","0901501430","2011","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Ashford","0901501430","2011","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Ashford","0901501430","2011","Substance Abuse","Number","DMHAS Admissions",53
"Ashford","0901501430","2011","Substance Abuse","Percent","DMHAS Admissions",49.53
"Ashford","0901501430","2011","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",123
"Ashford","0901501430","2011","Substance Abuse","Rate (per 10,000)","Margins of Error",0.74
"Ashford","0901501430","2011","Total","Number","DMHAS Admissions",107
"Ashford","0901501430","2011","Total","Rate (per 10,000)","DMHAS Admissions",248.32
"Ashford","0901501430","2011","Total","Rate (per 10,000)","Margins of Error",1.5
"Ashford","0901501430","2012","Mental Health","Number","DMHAS Admissions",46
"Ashford","0901501430","2012","Mental Health","Percent","DMHAS Admissions",40
"Ashford","0901501430","2012","Mental Health","Rate (per 10,000)","DMHAS Admissions",106.83
"Ashford","0901501430","2012","Mental Health","Rate (per 10,000)","Margins of Error",0.47
"Ashford","0901501430","2012","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Ashford","0901501430","2012","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Ashford","0901501430","2012","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Ashford","0901501430","2012","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Ashford","0901501430","2012","Substance Abuse","Number","DMHAS Admissions",61
"Ashford","0901501430","2012","Substance Abuse","Percent","DMHAS Admissions",53.04
"Ashford","0901501430","2012","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",141.66
"Ashford","0901501430","2012","Substance Abuse","Rate (per 10,000)","Margins of Error",0.63
"Ashford","0901501430","2012","Total","Number","DMHAS Admissions",115
"Ashford","0901501430","2012","Total","Rate (per 10,000)","DMHAS Admissions",267.07
"Ashford","0901501430","2012","Total","Rate (per 10,000)","Margins of Error",1.18
"Ashford","0901501430","2013","Mental Health","Number","DMHAS Admissions",45
"Ashford","0901501430","2013","Mental Health","Percent","DMHAS Admissions",43.69
"Ashford","0901501430","2013","Mental Health","Rate (per 10,000)","DMHAS Admissions",104.63
"Ashford","0901501430","2013","Mental Health","Rate (per 10,000)","Margins of Error",0.39
"Ashford","0901501430","2013","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Ashford","0901501430","2013","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Ashford","0901501430","2013","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Ashford","0901501430","2013","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Ashford","0901501430","2013","Substance Abuse","Number","DMHAS Admissions",53
"Ashford","0901501430","2013","Substance Abuse","Percent","DMHAS Admissions",51.46
"Ashford","0901501430","2013","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",123.23
"Ashford","0901501430","2013","Substance Abuse","Rate (per 10,000)","Margins of Error",0.46
"Ashford","0901501430","2013","Total","Number","DMHAS Admissions",103
"Ashford","0901501430","2013","Total","Rate (per 10,000)","DMHAS Admissions",239.48
"Ashford","0901501430","2013","Total","Rate (per 10,000)","Margins of Error",0.89
"Ashford","0901501430","2014","Mental Health","Number","DMHAS Admissions",51
"Ashford","0901501430","2014","Mental Health","Percent","DMHAS Admissions",45.54
"Ashford","0901501430","2014","Mental Health","Rate (per 10,000)","DMHAS Admissions",118.69
"Ashford","0901501430","2014","Mental Health","Rate (per 10,000)","Margins of Error",0.64
"Ashford","0901501430","2014","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Ashford","0901501430","2014","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Ashford","0901501430","2014","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Ashford","0901501430","2014","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Ashford","0901501430","2014","Substance Abuse","Number","DMHAS Admissions",54
"Ashford","0901501430","2014","Substance Abuse","Percent","DMHAS Admissions",48.21
"Ashford","0901501430","2014","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",125.67
"Ashford","0901501430","2014","Substance Abuse","Rate (per 10,000)","Margins of Error",0.67
"Ashford","0901501430","2014","Total","Number","DMHAS Admissions",112
"Ashford","0901501430","2014","Total","Rate (per 10,000)","DMHAS Admissions",260.65
"Ashford","0901501430","2014","Total","Rate (per 10,000)","Margins of Error",1.4
"Ashford","0901501430","2015","Mental Health","Number","DMHAS Admissions",47
"Ashford","0901501430","2015","Mental Health","Percent","DMHAS Admissions",38.84
"Ashford","0901501430","2015","Mental Health","Rate (per 10,000)","DMHAS Admissions",109.79
"Ashford","0901501430","2015","Mental Health","Rate (per 10,000)","Margins of Error",0.51
"Ashford","0901501430","2015","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Ashford","0901501430","2015","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Ashford","0901501430","2015","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Ashford","0901501430","2015","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Ashford","0901501430","2015","Substance Abuse","Number","DMHAS Admissions",68
"Ashford","0901501430","2015","Substance Abuse","Percent","DMHAS Admissions",56.2
"Ashford","0901501430","2015","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",158.84
"Ashford","0901501430","2015","Substance Abuse","Rate (per 10,000)","Margins of Error",0.74
"Ashford","0901501430","2015","Total","Number","DMHAS Admissions",121
"Ashford","0901501430","2015","Total","Rate (per 10,000)","DMHAS Admissions",282.64
"Ashford","0901501430","2015","Total","Rate (per 10,000)","Margins of Error",1.32
"Ashford","0901501430","2016","Mental Health","Number","DMHAS Admissions",54
"Ashford","0901501430","2016","Mental Health","Percent","DMHAS Admissions",38.03
"Ashford","0901501430","2016","Mental Health","Rate (per 10,000)","DMHAS Admissions",126.46
"Ashford","0901501430","2016","Mental Health","Rate (per 10,000)","Margins of Error",0.74
"Ashford","0901501430","2016","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Ashford","0901501430","2016","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Ashford","0901501430","2016","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Ashford","0901501430","2016","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Ashford","0901501430","2016","Substance Abuse","Number","DMHAS Admissions",81
"Ashford","0901501430","2016","Substance Abuse","Percent","DMHAS Admissions",57.04
"Ashford","0901501430","2016","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",189.7
"Ashford","0901501430","2016","Substance Abuse","Rate (per 10,000)","Margins of Error",1.11
"Ashford","0901501430","2016","Total","Number","DMHAS Admissions",142
"Ashford","0901501430","2016","Total","Rate (per 10,000)","DMHAS Admissions",332.55
"Ashford","0901501430","2016","Total","Rate (per 10,000)","Margins of Error",1.95
"Ashford","0901501430","2017","Mental Health","Number","DMHAS Admissions",50
"Ashford","0901501430","2017","Mental Health","Percent","DMHAS Admissions",40.98
"Ashford","0901501430","2017","Mental Health","Rate (per 10,000)","DMHAS Admissions",117.54
"Ashford","0901501430","2017","Mental Health","Rate (per 10,000)","Margins of Error",0.69
"Ashford","0901501430","2017","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Ashford","0901501430","2017","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Ashford","0901501430","2017","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Ashford","0901501430","2017","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Ashford","0901501430","2017","Substance Abuse","Number","DMHAS Admissions",62
"Ashford","0901501430","2017","Substance Abuse","Percent","DMHAS Admissions",50.82
"Ashford","0901501430","2017","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",145.75
"Ashford","0901501430","2017","Substance Abuse","Rate (per 10,000)","Margins of Error",0.86
"Ashford","0901501430","2017","Total","Number","DMHAS Admissions",122
"Ashford","0901501430","2017","Total","Rate (per 10,000)","DMHAS Admissions",286.79
"Ashford","0901501430","2017","Total","Rate (per 10,000)","Margins of Error",1.69
"Ashford","0901501430","2018","Mental Health","Number","DMHAS Admissions",43
"Ashford","0901501430","2018","Mental Health","Percent","DMHAS Admissions",38.74
"Ashford","0901501430","2018","Mental Health","Rate (per 10,000)","DMHAS Admissions",101.56
"Ashford","0901501430","2018","Mental Health","Rate (per 10,000)","Margins of Error",0.48
"Ashford","0901501430","2018","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Ashford","0901501430","2018","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Ashford","0901501430","2018","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Ashford","0901501430","2018","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Ashford","0901501430","2018","Substance Abuse","Number","DMHAS Admissions",59
"Ashford","0901501430","2018","Substance Abuse","Percent","DMHAS Admissions",53.15
"Ashford","0901501430","2018","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",139.35
"Ashford","0901501430","2018","Substance Abuse","Rate (per 10,000)","Margins of Error",0.66
"Ashford","0901501430","2018","Total","Number","DMHAS Admissions",111
"Ashford","0901501430","2018","Total","Rate (per 10,000)","DMHAS Admissions",262.16
"Ashford","0901501430","2018","Total","Rate (per 10,000)","Margins of Error",1.24
"Ashford","0901501430","2019","Mental Health","Number","DMHAS Admissions",18
"Ashford","0901501430","2019","Mental Health","Percent","DMHAS Admissions",31.03
"Ashford","0901501430","2019","Mental Health","Rate (per 10,000)","DMHAS Admissions",42.49
"Ashford","0901501430","2019","Mental Health","Rate (per 10,000)","Margins of Error",0.18
"Ashford","0901501430","2019","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Ashford","0901501430","2019","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Ashford","0901501430","2019","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Ashford","0901501430","2019","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Ashford","0901501430","2019","Substance Abuse","Number","DMHAS Admissions",38
"Ashford","0901501430","2019","Substance Abuse","Percent","DMHAS Admissions",65.52
"Ashford","0901501430","2019","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",89.71
"Ashford","0901501430","2019","Substance Abuse","Rate (per 10,000)","Margins of Error",0.38
"Ashford","0901501430","2019","Total","Number","DMHAS Admissions",58
"Ashford","0901501430","2019","Total","Rate (per 10,000)","DMHAS Admissions",136.92
"Ashford","0901501430","2019","Total","Rate (per 10,000)","Margins of Error",0.58
"Ashford","0901501430","2020","Mental Health","Number","DMHAS Admissions",18
"Ashford","0901501430","2020","Mental Health","Percent","DMHAS Admissions",31.03
"Ashford","0901501430","2020","Mental Health","Rate (per 10,000)","DMHAS Admissions",42.52
"Ashford","0901501430","2020","Mental Health","Rate (per 10,000)","Margins of Error",0.41
"Ashford","0901501430","2020","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Ashford","0901501430","2020","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Ashford","0901501430","2020","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Ashford","0901501430","2020","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Ashford","0901501430","2020","Substance Abuse","Number","DMHAS Admissions",38
"Ashford","0901501430","2020","Substance Abuse","Percent","DMHAS Admissions",65.52
"Ashford","0901501430","2020","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",89.77
"Ashford","0901501430","2020","Substance Abuse","Rate (per 10,000)","Margins of Error",0.87
"Ashford","0901501430","2020","Total","Number","DMHAS Admissions",58
"Ashford","0901501430","2020","Total","Rate (per 10,000)","DMHAS Admissions",137.02
"Ashford","0901501430","2020","Total","Rate (per 10,000)","Margins of Error",1.33
"Avon","0900302060","2010","Mental Health","Number","DMHAS Admissions",-9999
"Avon","0900302060","2010","Mental Health","Percent","DMHAS Admissions",-9999
"Avon","0900302060","2010","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Avon","0900302060","2010","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Avon","0900302060","2010","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Avon","0900302060","2010","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Avon","0900302060","2010","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
